date,state,fips,cases
2020-02-17,Luxembourg,0,0
2020-02-18,Luxembourg,0,0
2020-02-19,Luxembourg,0,0
2020-02-20,Luxembourg,0,0
2020-02-21,Luxembourg,0,0
2020-02-22,Luxembourg,0,0
2020-02-23,Luxembourg,0,0
2020-02-24,Luxembourg,0,0
2020-02-25,Luxembourg,0,0
2020-02-26,Luxembourg,0,0
2020-02-27,Luxembourg,0,0
2020-02-28,Luxembourg,0,0
2020-02-29,Luxembourg,0,0
2020-03-01,Luxembourg,0,1
2020-03-02,Luxembourg,0,1
2020-03-07,Luxembourg,0,3
2020-03-09,Luxembourg,0,5
2020-03-11,Luxembourg,0,7
2020-03-12,Luxembourg,0,7
2020-03-13,Luxembourg,0,26
2020-03-14,Luxembourg,0,38
2020-03-16,Luxembourg,0,77
2020-03-17,Luxembourg,0,81
2020-03-18,Luxembourg,0,140
2020-03-19,Luxembourg,0,210
2020-03-20,Luxembourg,0,345
2020-03-21,Luxembourg,0,484
2020-03-22,Luxembourg,0,670
2020-03-23,Luxembourg,0,798
2020-03-24,Luxembourg,0,875
2020-03-25,Luxembourg,0,1099
2020-03-26,Luxembourg,0,1333
2020-03-27,Luxembourg,0,1453
2020-03-28,Luxembourg,0,1605
2020-03-29,Luxembourg,0,1831
2020-03-30,Luxembourg,0,1950
2020-03-31,Luxembourg,0,1988
2020-04-01,Luxembourg,0,2178
2020-04-02,Luxembourg,0,2319
2020-04-03,Luxembourg,0,2487
2020-04-04,Luxembourg,0,2612
2020-04-05,Luxembourg,0,2729
2020-04-06,Luxembourg,0,2804
2020-04-07,Luxembourg,0,2843
2020-04-08,Luxembourg,0,2970
2020-04-09,Luxembourg,0,3034
2020-04-10,Luxembourg,0,3115
2020-04-11,Luxembourg,0,3223
2020-04-12,Luxembourg,0,3270
2020-04-13,Luxembourg,0,3281
2020-04-14,Luxembourg,0,3292
2020-04-15,Luxembourg,0,3307
2020-04-16,Luxembourg,0,3373
2020-04-17,Luxembourg,0,3444
2020-03-04,Poland,0,1
2020-03-07,Poland,0,5
2020-03-08,Poland,0,6
2020-03-09,Poland,0,11
2020-03-10,Poland,0,17
2020-03-11,Poland,0,22
2020-03-12,Poland,0,31
2020-03-13,Poland,0,49
2020-03-14,Poland,0,68
2020-03-15,Poland,0,104
2020-03-16,Poland,0,125
2020-03-17,Poland,0,177
2020-03-18,Poland,0,238
2020-03-19,Poland,0,287
2020-03-20,Poland,0,355
2020-03-21,Poland,0,425
2020-03-22,Poland,0,536
2020-03-23,Poland,0,634
2020-03-24,Poland,0,749
2020-03-25,Poland,0,901
2020-03-26,Poland,0,1051
2020-03-27,Poland,0,1221
2020-03-28,Poland,0,1389
2020-03-29,Poland,0,1638
2020-03-30,Poland,0,1862
2020-03-31,Poland,0,2055
2020-04-01,Poland,0,2311
2020-04-02,Poland,0,2554
2020-04-03,Poland,0,2946
2020-04-04,Poland,0,3383
2020-04-05,Poland,0,3627
2020-04-06,Poland,0,4102
2020-04-07,Poland,0,4413
2020-04-08,Poland,0,4848
2020-04-09,Poland,0,5205
2020-04-10,Poland,0,5575
2020-04-11,Poland,0,5955
2020-04-12,Poland,0,6356
2020-04-13,Poland,0,6674
2020-04-14,Poland,0,6934
2020-04-15,Poland,0,7202
2020-04-16,Poland,0,7582
2020-04-17,Poland,0,7918
2020-03-07,Slovakia,0,1
2020-03-08,Slovakia,0,3
2020-03-09,Slovakia,0,5
2020-03-11,Slovakia,0,7
2020-03-12,Slovakia,0,10
2020-03-13,Slovakia,0,21
2020-03-14,Slovakia,0,30
2020-03-15,Slovakia,0,44
2020-03-16,Slovakia,0,61
2020-03-17,Slovakia,0,84
2020-03-18,Slovakia,0,97
2020-03-19,Slovakia,0,107
2020-03-20,Slovakia,0,123
2020-03-21,Slovakia,0,137
2020-03-22,Slovakia,0,178
2020-03-23,Slovakia,0,185
2020-03-24,Slovakia,0,191
2020-03-25,Slovakia,0,204
2020-03-26,Slovakia,0,216
2020-03-27,Slovakia,0,226
2020-03-28,Slovakia,0,295
2020-03-29,Slovakia,0,295
2020-03-30,Slovakia,0,336
2020-03-31,Slovakia,0,336
2020-04-01,Slovakia,0,363
2020-04-02,Slovakia,0,400
2020-04-03,Slovakia,0,426
2020-04-04,Slovakia,0,450
2020-04-05,Slovakia,0,471
2020-04-06,Slovakia,0,485
2020-04-07,Slovakia,0,534
2020-04-08,Slovakia,0,581
2020-04-09,Slovakia,0,682
2020-04-10,Slovakia,0,701
2020-04-11,Slovakia,0,715
2020-04-12,Slovakia,0,728
2020-04-13,Slovakia,0,742
2020-04-14,Slovakia,0,769
2020-04-15,Slovakia,0,835
2020-04-16,Slovakia,0,863
2020-04-17,Slovakia,0,977
2020-03-05,Slovenia,0,1
2020-03-06,Slovenia,0,6
2020-03-07,Slovenia,0,9
2020-03-08,Slovenia,0,12
2020-03-09,Slovenia,0,16
2020-03-11,Slovenia,0,31
2020-03-12,Slovenia,0,57
2020-03-13,Slovenia,0,96
2020-03-14,Slovenia,0,141
2020-03-15,Slovenia,0,181
2020-03-16,Slovenia,0,219
2020-03-17,Slovenia,0,253
2020-03-18,Slovenia,0,275
2020-03-19,Slovenia,0,286
2020-03-20,Slovenia,0,319
2020-03-21,Slovenia,0,341
2020-03-22,Slovenia,0,383
2020-03-23,Slovenia,0,414
2020-03-24,Slovenia,0,442
2020-03-25,Slovenia,0,480
2020-03-26,Slovenia,0,528
2020-03-27,Slovenia,0,577
2020-03-28,Slovenia,0,632
2020-03-29,Slovenia,0,691
2020-03-30,Slovenia,0,730
2020-03-31,Slovenia,0,763
2020-04-01,Slovenia,0,814
2020-04-02,Slovenia,0,841
2020-04-03,Slovenia,0,897
2020-04-04,Slovenia,0,934
2020-04-05,Slovenia,0,977
2020-04-06,Slovenia,0,997
2020-04-07,Slovenia,0,1021
2020-04-08,Slovenia,0,1055
2020-04-09,Slovenia,0,1091
2020-04-10,Slovenia,0,1124
2020-04-11,Slovenia,0,1160
2020-04-12,Slovenia,0,1188
2020-04-13,Slovenia,0,1205
2020-04-14,Slovenia,0,1212
2020-04-15,Slovenia,0,1220
2020-04-16,Slovenia,0,1248
2020-04-17,Slovenia,0,1268
2020-03-08,Bulgaria,0,2
2020-03-09,Bulgaria,0,4
2020-03-12,Bulgaria,0,7
2020-03-13,Bulgaria,0,23
2020-03-14,Bulgaria,0,31
2020-03-15,Bulgaria,0,41
2020-03-16,Bulgaria,0,51
2020-03-17,Bulgaria,0,62
2020-03-18,Bulgaria,0,81
2020-03-19,Bulgaria,0,92
2020-03-20,Bulgaria,0,105
2020-03-21,Bulgaria,0,127
2020-03-22,Bulgaria,0,163
2020-03-23,Bulgaria,0,185
2020-03-24,Bulgaria,0,201
2020-03-25,Bulgaria,0,220
2020-03-26,Bulgaria,0,242
2020-03-27,Bulgaria,0,264
2020-03-28,Bulgaria,0,293
2020-03-29,Bulgaria,0,331
2020-03-30,Bulgaria,0,346
2020-03-31,Bulgaria,0,359
2020-04-01,Bulgaria,0,399
2020-04-02,Bulgaria,0,422
2020-04-03,Bulgaria,0,457
2020-04-04,Bulgaria,0,485
2020-04-05,Bulgaria,0,503
2020-04-06,Bulgaria,0,531
2020-04-07,Bulgaria,0,549
2020-04-08,Bulgaria,0,577
2020-04-09,Bulgaria,0,593
2020-04-10,Bulgaria,0,624
2020-04-11,Bulgaria,0,635
2020-04-12,Bulgaria,0,661
2020-04-13,Bulgaria,0,675
2020-04-14,Bulgaria,0,685
2020-04-15,Bulgaria,0,713
2020-04-16,Bulgaria,0,747
2020-04-17,Bulgaria,0,800
2019-12-31,France,0,0
2020-01-01,France,0,0
2020-01-02,France,0,0
2020-01-03,France,0,0
2020-01-04,France,0,0
2020-01-05,France,0,0
2020-01-06,France,0,0
2020-01-07,France,0,0
2020-01-08,France,0,0
2020-01-09,France,0,0
2020-01-10,France,0,0
2020-01-11,France,0,0
2020-01-12,France,0,0
2020-01-13,France,0,0
2020-01-14,France,0,0
2020-01-15,France,0,0
2020-01-16,France,0,0
2020-01-17,France,0,0
2020-01-18,France,0,0
2020-01-19,France,0,0
2020-01-20,France,0,0
2020-01-21,France,0,0
2020-01-22,France,0,0
2020-01-23,France,0,0
2020-01-24,France,0,0
2020-01-25,France,0,3
2020-01-26,France,0,3
2020-01-27,France,0,3
2020-01-28,France,0,3
2020-01-29,France,0,4
2020-01-30,France,0,5
2020-01-31,France,0,6
2020-02-01,France,0,6
2020-02-02,France,0,6
2020-02-03,France,0,6
2020-02-04,France,0,6
2020-02-05,France,0,6
2020-02-06,France,0,6
2020-02-07,France,0,6
2020-02-08,France,0,11
2020-02-09,France,0,11
2020-02-10,France,0,11
2020-02-11,France,0,11
2020-02-12,France,0,11
2020-02-13,France,0,11
2020-02-14,France,0,11
2020-02-15,France,0,11
2020-02-16,France,0,11
2020-02-17,France,0,12
2020-02-18,France,0,12
2020-02-19,France,0,12
2020-02-20,France,0,12
2020-02-21,France,0,12
2020-02-22,France,0,12
2020-02-23,France,0,12
2020-02-24,France,0,12
2020-02-25,France,0,12
2020-02-26,France,0,14
2020-02-27,France,0,17
2020-02-28,France,0,38
2020-02-29,France,0,57
2020-03-01,France,0,100
2020-03-02,France,0,130
2020-03-03,France,0,178
2020-03-04,France,0,212
2020-03-05,France,0,285
2020-03-06,France,0,423
2020-03-07,France,0,613
2020-03-08,France,0,716
2020-03-09,France,0,1126
2020-03-10,France,0,1412
2020-03-11,France,0,1784
2020-03-12,France,0,2281
2020-03-13,France,0,2876
2020-03-14,France,0,3661
2020-03-15,France,0,4499
2020-03-16,France,0,5423
2020-03-17,France,0,6633
2020-03-18,France,0,7730
2020-03-19,France,0,9134
2020-03-20,France,0,10995
2020-03-21,France,0,12612
2020-03-22,France,0,14459
2020-03-23,France,0,16018
2020-03-24,France,0,19856
2020-03-25,France,0,22302
2020-03-26,France,0,25233
2020-03-27,France,0,29155
2020-03-28,France,0,32964
2020-03-29,France,0,37575
2020-03-30,France,0,40174
2020-03-31,France,0,44550
2020-04-01,France,0,52128
2020-04-02,France,0,56989
2020-04-03,France,0,59105
2020-04-04,France,0,64338
2020-04-05,France,0,68605
2020-04-06,France,0,70478
2020-04-07,France,0,74390
2020-04-08,France,0,78167
2020-04-09,France,0,82048
2020-04-10,France,0,86334
2020-04-11,France,0,90676
2020-04-12,France,0,93790
2020-04-13,France,0,95403
2020-04-14,France,0,98076
2020-04-15,France,0,103573
2020-04-16,France,0,106206
2020-04-17,France,0,108847
2019-12-31,Lithuania,0,0
2020-01-01,Lithuania,0,0
2020-01-02,Lithuania,0,0
2020-01-03,Lithuania,0,0
2020-01-04,Lithuania,0,0
2020-01-05,Lithuania,0,0
2020-01-06,Lithuania,0,0
2020-01-07,Lithuania,0,0
2020-01-08,Lithuania,0,0
2020-01-09,Lithuania,0,0
2020-01-10,Lithuania,0,0
2020-01-11,Lithuania,0,0
2020-01-12,Lithuania,0,0
2020-01-13,Lithuania,0,0
2020-01-14,Lithuania,0,0
2020-01-15,Lithuania,0,0
2020-01-16,Lithuania,0,0
2020-01-17,Lithuania,0,0
2020-01-18,Lithuania,0,0
2020-01-19,Lithuania,0,0
2020-01-20,Lithuania,0,0
2020-01-21,Lithuania,0,0
2020-01-22,Lithuania,0,0
2020-01-23,Lithuania,0,0
2020-01-24,Lithuania,0,0
2020-01-25,Lithuania,0,0
2020-01-26,Lithuania,0,0
2020-01-27,Lithuania,0,0
2020-01-28,Lithuania,0,0
2020-01-29,Lithuania,0,0
2020-01-30,Lithuania,0,0
2020-01-31,Lithuania,0,0
2020-02-01,Lithuania,0,0
2020-02-02,Lithuania,0,0
2020-02-03,Lithuania,0,0
2020-02-04,Lithuania,0,0
2020-02-05,Lithuania,0,0
2020-02-06,Lithuania,0,0
2020-02-07,Lithuania,0,0
2020-02-08,Lithuania,0,0
2020-02-09,Lithuania,0,0
2020-02-10,Lithuania,0,0
2020-02-11,Lithuania,0,0
2020-02-12,Lithuania,0,0
2020-02-13,Lithuania,0,0
2020-02-14,Lithuania,0,0
2020-02-15,Lithuania,0,0
2020-02-16,Lithuania,0,0
2020-02-17,Lithuania,0,0
2020-02-18,Lithuania,0,0
2020-02-19,Lithuania,0,0
2020-02-20,Lithuania,0,0
2020-02-21,Lithuania,0,0
2020-02-22,Lithuania,0,0
2020-02-23,Lithuania,0,0
2020-02-24,Lithuania,0,0
2020-02-25,Lithuania,0,0
2020-02-26,Lithuania,0,0
2020-02-27,Lithuania,0,0
2020-02-28,Lithuania,0,1
2020-02-29,Lithuania,0,1
2020-03-01,Lithuania,0,1
2020-03-02,Lithuania,0,1
2020-03-11,Lithuania,0,3
2020-03-12,Lithuania,0,3
2020-03-14,Lithuania,0,6
2020-03-15,Lithuania,0,9
2020-03-16,Lithuania,0,14
2020-03-17,Lithuania,0,17
2020-03-18,Lithuania,0,25
2020-03-19,Lithuania,0,33
2020-03-20,Lithuania,0,48
2020-03-21,Lithuania,0,69
2020-03-22,Lithuania,0,105
2020-03-23,Lithuania,0,143
2020-03-24,Lithuania,0,179
2020-03-25,Lithuania,0,209
2020-03-26,Lithuania,0,274
2020-03-27,Lithuania,0,299
2020-03-28,Lithuania,0,358
2020-03-29,Lithuania,0,394
2020-03-30,Lithuania,0,484
2020-03-31,Lithuania,0,484
2020-04-01,Lithuania,0,533
2020-04-02,Lithuania,0,581
2020-04-03,Lithuania,0,649
2020-04-04,Lithuania,0,771
2020-04-05,Lithuania,0,771
2020-04-06,Lithuania,0,811
2020-04-07,Lithuania,0,843
2020-04-08,Lithuania,0,880
2020-04-09,Lithuania,0,912
2020-04-10,Lithuania,0,955
2020-04-11,Lithuania,0,999
2020-04-12,Lithuania,0,1053
2020-04-13,Lithuania,0,1062
2020-04-14,Lithuania,0,1070
2020-04-15,Lithuania,0,1070
2020-04-16,Lithuania,0,1091
2020-04-17,Lithuania,0,1149
2019-12-31,Croatia,0,0
2020-01-01,Croatia,0,0
2020-01-02,Croatia,0,0
2020-01-03,Croatia,0,0
2020-01-04,Croatia,0,0
2020-01-05,Croatia,0,0
2020-01-06,Croatia,0,0
2020-01-07,Croatia,0,0
2020-01-08,Croatia,0,0
2020-01-09,Croatia,0,0
2020-01-10,Croatia,0,0
2020-01-11,Croatia,0,0
2020-01-12,Croatia,0,0
2020-01-13,Croatia,0,0
2020-01-14,Croatia,0,0
2020-01-15,Croatia,0,0
2020-01-16,Croatia,0,0
2020-01-17,Croatia,0,0
2020-01-18,Croatia,0,0
2020-01-19,Croatia,0,0
2020-01-20,Croatia,0,0
2020-01-21,Croatia,0,0
2020-01-22,Croatia,0,0
2020-01-23,Croatia,0,0
2020-01-24,Croatia,0,0
2020-01-25,Croatia,0,0
2020-01-26,Croatia,0,0
2020-01-27,Croatia,0,0
2020-01-28,Croatia,0,0
2020-01-29,Croatia,0,0
2020-01-30,Croatia,0,0
2020-01-31,Croatia,0,0
2020-02-01,Croatia,0,0
2020-02-02,Croatia,0,0
2020-02-03,Croatia,0,0
2020-02-04,Croatia,0,0
2020-02-05,Croatia,0,0
2020-02-06,Croatia,0,0
2020-02-07,Croatia,0,0
2020-02-08,Croatia,0,0
2020-02-09,Croatia,0,0
2020-02-10,Croatia,0,0
2020-02-11,Croatia,0,0
2020-02-12,Croatia,0,0
2020-02-13,Croatia,0,0
2020-02-14,Croatia,0,0
2020-02-15,Croatia,0,0
2020-02-16,Croatia,0,0
2020-02-17,Croatia,0,0
2020-02-18,Croatia,0,0
2020-02-19,Croatia,0,0
2020-02-20,Croatia,0,0
2020-02-21,Croatia,0,0
2020-02-22,Croatia,0,0
2020-02-23,Croatia,0,0
2020-02-24,Croatia,0,0
2020-02-25,Croatia,0,0
2020-02-26,Croatia,0,1
2020-02-27,Croatia,0,2
2020-02-28,Croatia,0,3
2020-02-29,Croatia,0,5
2020-03-01,Croatia,0,5
2020-03-02,Croatia,0,7
2020-03-03,Croatia,0,8
2020-03-04,Croatia,0,9
2020-03-06,Croatia,0,10
2020-03-07,Croatia,0,11
2020-03-08,Croatia,0,12
2020-03-11,Croatia,0,13
2020-03-12,Croatia,0,16
2020-03-13,Croatia,0,25
2020-03-14,Croatia,0,31
2020-03-15,Croatia,0,37
2020-03-16,Croatia,0,48
2020-03-17,Croatia,0,56
2020-03-18,Croatia,0,69
2020-03-19,Croatia,0,81
2020-03-20,Croatia,0,104
2020-03-21,Croatia,0,126
2020-03-22,Croatia,0,206
2020-03-23,Croatia,0,235
2020-03-24,Croatia,0,306
2020-03-25,Croatia,0,382
2020-03-26,Croatia,0,418
2020-03-27,Croatia,0,495
2020-03-28,Croatia,0,586
2020-03-29,Croatia,0,657
2020-03-30,Croatia,0,713
2020-03-31,Croatia,0,790
2020-04-01,Croatia,0,867
2020-04-02,Croatia,0,963
2020-04-03,Croatia,0,1011
2020-04-04,Croatia,0,1079
2020-04-05,Croatia,0,1126
2020-04-06,Croatia,0,1182
2020-04-07,Croatia,0,1222
2020-04-08,Croatia,0,1282
2020-04-09,Croatia,0,1343
2020-04-10,Croatia,0,1407
2020-04-11,Croatia,0,1495
2020-04-12,Croatia,0,1534
2020-04-13,Croatia,0,1600
2020-04-14,Croatia,0,1650
2020-04-15,Croatia,0,1704
2020-04-16,Croatia,0,1741
2020-04-17,Croatia,0,1791
2019-12-31,Romania,0,0
2020-01-01,Romania,0,0
2020-01-02,Romania,0,0
2020-01-03,Romania,0,0
2020-01-04,Romania,0,0
2020-01-05,Romania,0,0
2020-01-06,Romania,0,0
2020-01-07,Romania,0,0
2020-01-08,Romania,0,0
2020-01-09,Romania,0,0
2020-01-10,Romania,0,0
2020-01-11,Romania,0,0
2020-01-12,Romania,0,0
2020-01-13,Romania,0,0
2020-01-14,Romania,0,0
2020-01-15,Romania,0,0
2020-01-16,Romania,0,0
2020-01-17,Romania,0,0
2020-01-18,Romania,0,0
2020-01-19,Romania,0,0
2020-01-20,Romania,0,0
2020-01-21,Romania,0,0
2020-01-22,Romania,0,0
2020-01-23,Romania,0,0
2020-01-24,Romania,0,0
2020-01-25,Romania,0,0
2020-01-26,Romania,0,0
2020-01-27,Romania,0,0
2020-01-28,Romania,0,0
2020-01-29,Romania,0,0
2020-01-30,Romania,0,0
2020-01-31,Romania,0,0
2020-02-01,Romania,0,0
2020-02-02,Romania,0,0
2020-02-03,Romania,0,0
2020-02-04,Romania,0,0
2020-02-05,Romania,0,0
2020-02-06,Romania,0,0
2020-02-07,Romania,0,0
2020-02-08,Romania,0,0
2020-02-09,Romania,0,0
2020-02-10,Romania,0,0
2020-02-11,Romania,0,0
2020-02-12,Romania,0,0
2020-02-13,Romania,0,0
2020-02-14,Romania,0,0
2020-02-15,Romania,0,0
2020-02-16,Romania,0,0
2020-02-17,Romania,0,0
2020-02-18,Romania,0,0
2020-02-19,Romania,0,0
2020-02-20,Romania,0,0
2020-02-21,Romania,0,0
2020-02-22,Romania,0,0
2020-02-23,Romania,0,0
2020-02-24,Romania,0,0
2020-02-25,Romania,0,0
2020-02-26,Romania,0,0
2020-02-27,Romania,0,1
2020-02-28,Romania,0,1
2020-02-29,Romania,0,3
2020-03-01,Romania,0,3
2020-03-02,Romania,0,3
2020-03-04,Romania,0,4
2020-03-06,Romania,0,6
2020-03-07,Romania,0,7
2020-03-08,Romania,0,13
2020-03-09,Romania,0,15
2020-03-10,Romania,0,17
2020-03-11,Romania,0,25
2020-03-12,Romania,0,45
2020-03-13,Romania,0,64
2020-03-14,Romania,0,89
2020-03-15,Romania,0,113
2020-03-16,Romania,0,139
2020-03-17,Romania,0,184
2020-03-18,Romania,0,217
2020-03-19,Romania,0,260
2020-03-20,Romania,0,277
2020-03-21,Romania,0,308
2020-03-22,Romania,0,367
2020-03-23,Romania,0,433
2020-03-24,Romania,0,576
2020-03-25,Romania,0,762
2020-03-26,Romania,0,906
2020-03-27,Romania,0,1029
2020-03-28,Romania,0,1292
2020-03-29,Romania,0,1452
2020-03-30,Romania,0,1760
2020-03-31,Romania,0,1952
2020-04-01,Romania,0,2245
2020-04-02,Romania,0,2460
2020-04-03,Romania,0,2738
2020-04-04,Romania,0,3183
2020-04-05,Romania,0,3613
2020-04-06,Romania,0,3864
2020-04-07,Romania,0,4057
2020-04-08,Romania,0,4417
2020-04-09,Romania,0,4761
2020-04-10,Romania,0,5202
2020-04-11,Romania,0,5467
2020-04-12,Romania,0,5990
2020-04-13,Romania,0,6300
2020-04-14,Romania,0,6633
2020-04-15,Romania,0,6879
2020-04-16,Romania,0,7216
2020-04-17,Romania,0,7707
2020-03-05,Hungary,0,2
2020-03-07,Hungary,0,4
2020-03-08,Hungary,0,7
2020-03-09,Hungary,0,8
2020-03-10,Hungary,0,9
2020-03-11,Hungary,0,12
2020-03-12,Hungary,0,13
2020-03-13,Hungary,0,16
2020-03-14,Hungary,0,25
2020-03-15,Hungary,0,31
2020-03-16,Hungary,0,39
2020-03-17,Hungary,0,50
2020-03-18,Hungary,0,50
2020-03-19,Hungary,0,73
2020-03-20,Hungary,0,85
2020-03-21,Hungary,0,103
2020-03-22,Hungary,0,131
2020-03-23,Hungary,0,167
2020-03-24,Hungary,0,187
2020-03-25,Hungary,0,226
2020-03-26,Hungary,0,261
2020-03-27,Hungary,0,300
2020-03-28,Hungary,0,343
2020-03-29,Hungary,0,408
2020-03-30,Hungary,0,447
2020-03-31,Hungary,0,492
2020-04-01,Hungary,0,525
2020-04-02,Hungary,0,585
2020-04-03,Hungary,0,623
2020-04-04,Hungary,0,678
2020-04-05,Hungary,0,733
2020-04-06,Hungary,0,744
2020-04-07,Hungary,0,817
2020-04-08,Hungary,0,895
2020-04-09,Hungary,0,980
2020-04-10,Hungary,0,1190
2020-04-11,Hungary,0,1310
2020-04-12,Hungary,0,1410
2020-04-13,Hungary,0,1458
2020-04-14,Hungary,0,1512
2020-04-15,Hungary,0,1579
2020-04-16,Hungary,0,1652
2020-04-17,Hungary,0,1763
2019-12-31,Spain,0,0
2020-01-01,Spain,0,0
2020-01-02,Spain,0,0
2020-01-03,Spain,0,0
2020-01-04,Spain,0,0
2020-01-05,Spain,0,0
2020-01-06,Spain,0,0
2020-01-07,Spain,0,0
2020-01-08,Spain,0,0
2020-01-09,Spain,0,0
2020-01-10,Spain,0,0
2020-01-11,Spain,0,0
2020-01-12,Spain,0,0
2020-01-13,Spain,0,0
2020-01-14,Spain,0,0
2020-01-15,Spain,0,0
2020-01-16,Spain,0,0
2020-01-17,Spain,0,0
2020-01-18,Spain,0,0
2020-01-19,Spain,0,0
2020-01-20,Spain,0,0
2020-01-21,Spain,0,0
2020-01-22,Spain,0,0
2020-01-23,Spain,0,0
2020-01-24,Spain,0,0
2020-01-25,Spain,0,0
2020-01-26,Spain,0,0
2020-01-27,Spain,0,0
2020-01-28,Spain,0,0
2020-01-29,Spain,0,0
2020-01-30,Spain,0,0
2020-01-31,Spain,0,0
2020-02-01,Spain,0,1
2020-02-02,Spain,0,1
2020-02-03,Spain,0,1
2020-02-04,Spain,0,1
2020-02-05,Spain,0,1
2020-02-06,Spain,0,1
2020-02-07,Spain,0,1
2020-02-08,Spain,0,1
2020-02-09,Spain,0,1
2020-02-10,Spain,0,2
2020-02-11,Spain,0,2
2020-02-12,Spain,0,2
2020-02-13,Spain,0,2
2020-02-14,Spain,0,2
2020-02-15,Spain,0,2
2020-02-16,Spain,0,2
2020-02-17,Spain,0,2
2020-02-18,Spain,0,2
2020-02-19,Spain,0,2
2020-02-20,Spain,0,2
2020-02-21,Spain,0,2
2020-02-22,Spain,0,2
2020-02-23,Spain,0,2
2020-02-24,Spain,0,2
2020-02-25,Spain,0,3
2020-02-26,Spain,0,7
2020-02-27,Spain,0,12
2020-02-28,Spain,0,25
2020-02-29,Spain,0,34
2020-03-01,Spain,0,66
2020-03-02,Spain,0,83
2020-03-03,Spain,0,114
2020-03-04,Spain,0,151
2020-03-05,Spain,0,200
2020-03-06,Spain,0,261
2020-03-07,Spain,0,374
2020-03-08,Spain,0,430
2020-03-09,Spain,0,589
2020-03-10,Spain,0,1204
2020-03-11,Spain,0,1639
2020-03-12,Spain,0,2140
2020-03-13,Spain,0,3004
2020-03-14,Spain,0,4231
2020-03-15,Spain,0,5753
2020-03-16,Spain,0,7753
2020-03-17,Spain,0,9191
2020-03-18,Spain,0,11178
2020-03-19,Spain,0,13716
2020-03-20,Spain,0,17147
2020-03-21,Spain,0,19980
2020-03-22,Spain,0,24926
2020-03-23,Spain,0,28572
2020-03-24,Spain,0,33089
2020-03-25,Spain,0,39673
2020-03-26,Spain,0,47610
2020-03-27,Spain,0,56188
2020-03-28,Spain,0,64059
2020-03-29,Spain,0,72248
2020-03-30,Spain,0,78797
2020-03-31,Spain,0,85195
2020-04-01,Spain,0,94417
2020-04-02,Spain,0,102136
2020-04-03,Spain,0,110238
2020-04-04,Spain,0,117710
2020-04-05,Spain,0,124736
2020-04-06,Spain,0,130759
2020-04-07,Spain,0,135032
2020-04-08,Spain,0,140510
2020-04-09,Spain,0,146690
2020-04-10,Spain,0,152446
2020-04-11,Spain,0,157022
2020-04-12,Spain,0,161852
2020-04-13,Spain,0,166019
2020-04-14,Spain,0,169496
2020-04-15,Spain,0,172541
2020-04-16,Spain,0,177633
2020-04-17,Spain,0,182816
2019-12-31,Belgium,0,0
2020-01-01,Belgium,0,0
2020-01-02,Belgium,0,0
2020-01-03,Belgium,0,0
2020-01-04,Belgium,0,0
2020-01-05,Belgium,0,0
2020-01-06,Belgium,0,0
2020-01-07,Belgium,0,0
2020-01-08,Belgium,0,0
2020-01-09,Belgium,0,0
2020-01-10,Belgium,0,0
2020-01-11,Belgium,0,0
2020-01-12,Belgium,0,0
2020-01-13,Belgium,0,0
2020-01-14,Belgium,0,0
2020-01-15,Belgium,0,0
2020-01-16,Belgium,0,0
2020-01-17,Belgium,0,0
2020-01-18,Belgium,0,0
2020-01-19,Belgium,0,0
2020-01-20,Belgium,0,0
2020-01-21,Belgium,0,0
2020-01-22,Belgium,0,0
2020-01-23,Belgium,0,0
2020-01-24,Belgium,0,0
2020-01-25,Belgium,0,0
2020-01-26,Belgium,0,0
2020-01-27,Belgium,0,0
2020-01-28,Belgium,0,0
2020-01-29,Belgium,0,0
2020-01-30,Belgium,0,0
2020-01-31,Belgium,0,0
2020-02-01,Belgium,0,0
2020-02-02,Belgium,0,0
2020-02-03,Belgium,0,0
2020-02-04,Belgium,0,1
2020-02-05,Belgium,0,1
2020-02-06,Belgium,0,1
2020-02-07,Belgium,0,1
2020-02-08,Belgium,0,1
2020-02-09,Belgium,0,1
2020-02-10,Belgium,0,1
2020-02-11,Belgium,0,1
2020-02-12,Belgium,0,1
2020-02-13,Belgium,0,1
2020-02-14,Belgium,0,1
2020-02-15,Belgium,0,1
2020-02-16,Belgium,0,1
2020-02-17,Belgium,0,1
2020-02-18,Belgium,0,1
2020-02-19,Belgium,0,1
2020-02-20,Belgium,0,1
2020-02-21,Belgium,0,1
2020-02-22,Belgium,0,1
2020-02-23,Belgium,0,1
2020-02-24,Belgium,0,1
2020-02-25,Belgium,0,1
2020-02-26,Belgium,0,1
2020-02-27,Belgium,0,1
2020-02-28,Belgium,0,1
2020-02-29,Belgium,0,1
2020-03-01,Belgium,0,1
2020-03-02,Belgium,0,2
2020-03-03,Belgium,0,8
2020-03-04,Belgium,0,13
2020-03-05,Belgium,0,23
2020-03-06,Belgium,0,50
2020-03-07,Belgium,0,109
2020-03-08,Belgium,0,169
2020-03-09,Belgium,0,200
2020-03-10,Belgium,0,239
2020-03-11,Belgium,0,267
2020-03-12,Belgium,0,314
2020-03-13,Belgium,0,399
2020-03-14,Belgium,0,559
2020-03-15,Belgium,0,689
2020-03-16,Belgium,0,886
2020-03-17,Belgium,0,1085
2020-03-18,Belgium,0,1243
2020-03-19,Belgium,0,1486
2020-03-20,Belgium,0,1795
